Slug,Название вина,Категория,Цвет,Регион,Сорт винограда,Описание,Винодельня,Название фото,S3_Key,Signed_Image_URL,Sweetness,Body,Acidity,Oak,Aroma_Tags,Flavor_Tags,Pairings
kuban-vino-shato-tamane-rezerv-kaberne-limited-edishn-2015-kaberne-sovinon-krasnoe-suhoe-13,Шато Тамань Резерв Каберне Лимитед Эдишн 2015,Красное,Насыщенный красно-гранатовый цвет.,Кубань,Каберне Совиньон,"Насыщенный, округлый, мягкий и хорошо сбалансированный вкус с бархатистыми танинами, нотами черной смородины, ежевики и чернослива, выразительной кислотностью и длительным послевкусием с оттенками специй.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2015_kaberne_sovinon_krasnoe_suhoe_13_ba74d4f88e.webp,catalog/kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2015_kaberne_sovinon_krasnoe_suhoe_13_ba74d4f88e.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2015_kaberne_sovinon_krasnoe_suhoe_13_ba74d4f88e.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=wHHX%2F%2FK0Nf4beUurN6wgSJkLzqY%3D&Expires=2105631334,1.2,4.0,3.0,2.5,"черная смородина, ежевика, чернослив",,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-kaberne-limited-edishn-2022-kaberne-sovinon-krasnoe-suhoe-14,Шато Тамань Резерв Каберне Лимитед Эдишн 2022,Красное,Вино глубокого рубиново-красного цвета.,Кубань,Каберне Совиньон,"Вкус вина насыщенный, экстрактивный, сбалансированный, с прочной структурой, нотами черных ягод, спелых фруктов, дуба и длительным, стойким послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2022_kaberne_sovinon_krasnoe_suhoe_14_93a50f2cf1.webp,catalog/kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2022_kaberne_sovinon_krasnoe_suhoe_14_93a50f2cf1.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_kaberne_limited_edishn_2022_kaberne_sovinon_krasnoe_suhoe_14_93a50f2cf1.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=6Y03EzACIVKsmkp%2BcHBCCUV8cDw%3D&Expires=2105631334,1.2,4.0,3.0,4.2,дуб,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-kollekshn-saperavi-2015-krasnoe-suhoe-13,Шато Тамань Резерв Коллекшн Саперави 2015,Красное,Цвет — глубокий рубиновый.,Кубань,Саперави,"Полный, комплексный, глубокий вкус характеризуется приятной ягодной терпкостью, хорошо интегрированными древесными тонами, сбалансированной кислотностью и долгим, развитым послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_kollekshn_saperavi_2015_krasnoe_suhoe_13_22ef176871.webp,catalog/kuban_vino_shato_tamane_rezerv_kollekshn_saperavi_2015_krasnoe_suhoe_13_22ef176871.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_kollekshn_saperavi_2015_krasnoe_suhoe_13_22ef176871.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=P39dq6NvyihS10QIA3XdGfJWSuI%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-kollekshn-shardone-beloe-suhoe-125,Шато Тамань Резерв Коллекшн Шардоне,Белое,Вино светло-соломенного цвета с мягким зеленоватым оттенком.,Кубань,Шардоне,"Вкус вина освежающий, насыщенный, гармоничный, хорошо структурированный, со сбалансированной кислотностью и длительным послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_kollekshn_shardone_beloe_suhoe_125_94788e57d9.webp,catalog/kuban_vino_shato_tamane_rezerv_kollekshn_shardone_beloe_suhoe_125_94788e57d9.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_kollekshn_shardone_beloe_suhoe_125_94788e57d9.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=9c403LX72OmKOJpPqD6vLx5BuGU%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
kuban-vino-shato-tamane-rezerv-krasnostop-krasnostop-anapskiy-krasnoe-suhoe-135,Шато Тамань Резерв Красностоп,Красное,Вино демонстрирует глубокий рубиновый цвет с гранатовыми бликами.,Кубань,Красностоп Анапский,"Вино обладает приятным, бархатистым вкусом с оттенками черной смородины, чернослива и пряностей, хорошо сбалансированной кислотностью и долгим послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_krasnostop_krasnostop_anapskiy_krasnoe_suhoe_135_97bb10192f.webp,catalog/kuban_vino_shato_tamane_rezerv_krasnostop_krasnostop_anapskiy_krasnoe_suhoe_135_97bb10192f.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_krasnostop_krasnostop_anapskiy_krasnoe_suhoe_135_97bb10192f.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=R8n5OkY0t4zMK%2BzgT7sQMetd38s%3D&Expires=2105631334,1.2,4.0,3.0,2.5,"черная смородина, чернослив",,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-merlo-limited-edishn-2018-krasnoe-suhoe-125,Шато Тамань Резерв Мерло Лимитед Эдишн 2018,Красное,Цвет вина варьируется от красного до рубиново-красного.,Кубань,Мерло,"Вкус вина мягкий, сложный, с округлыми сладкими танинами, бархатистой текстурой и продолжительным, приятным послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_merlo_limited_edishn_2018_krasnoe_suhoe_125_ca32657ab3.webp,catalog/kuban_vino_shato_tamane_rezerv_merlo_limited_edishn_2018_krasnoe_suhoe_125_ca32657ab3.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_merlo_limited_edishn_2018_krasnoe_suhoe_125_ca32657ab3.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=krNj0pJA%2BBb70D%2FTPapaFPeiYq4%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-myuller-turgau-limited-edishn-beloe-suhoe-13,Шато Тамань Резерв Мюллер-Тургау Лимитед Эдишн,Белое,У вина блестящий светло-соломенный цвет.,Кубань,Мюллер-Тургау,"Вкус вина питкий, великолепно свежий и гармоничный, с хорошо сбалансированной кислотностью, интегрированными древесными нотами и фруктовым послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_beloe_suhoe_13_0155273bff.webp,catalog/kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_beloe_suhoe_13_0155273bff.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_beloe_suhoe_13_0155273bff.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=h5lwrlcE%2FKYbi1Y0mtT4baR1Rtk%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
kuban-vino-shato-tamane-rezerv-myuller-turgau-limited-edishn-2021-beloe-suhoe-12,Шато Тамань Резерв Мюллер-Тургау Лимитед Эдишн 2021,Белое,Цвет — светло-соломенный; с привлекательным блеском.,Кубань,Мюллер-Тургау,"Вкус отличается свежестью, отменной питкостью, гармонией и живым характером во многом благодаря идеально интегрированной кислотности и хорошему балансу между фруктовой и древесной составляющими. Послевкусие сухое, приятное.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_2021_beloe_suhoe_12_5454c6baa4.webp,catalog/kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_2021_beloe_suhoe_12_5454c6baa4.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_myuller_turgau_limited_edishn_2021_beloe_suhoe_12_5454c6baa4.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=ksrVzFcKjr1jH5%2BO98YAV9jIDpE%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
kuban-vino-shato-tamane-rezerv-premer-ruzh-kaberne-sovinon-krasnoe-suhoe-13,Шато Тамань Резерв Премьер Руж,Красное,Вино темно-красного цвета с гранатовым отливом и рубиновыми искрами.,Кубань,"Каберне Совиньон, Мерло, Саперави","Вино обладает насыщенным, бархатистым вкусом с приятной терпкостью, сладкими гармоничными танинами и долгим послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_premer_ruzh_kaberne_sovinon_krasnoe_suhoe_13_e883e5bf18.webp,catalog/kuban_vino_shato_tamane_rezerv_premer_ruzh_kaberne_sovinon_krasnoe_suhoe_13_e883e5bf18.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_premer_ruzh_kaberne_sovinon_krasnoe_suhoe_13_e883e5bf18.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=J%2FdITP53rlKwtogq7oT9Aqk0cb8%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rezerv-red-blend-kaberne-sovinon-krasnoe-suhoe-125,Шато Тамань Резерв Ред Бленд,Красное,У вина глубокий рубиново-гранатовый цвет.,Кубань,"Каберне Совиньон, Красностоп Анапский","Вино демонстрирует богатый, округлый, щедрый вкус с шелковистой текстурой, фруктово-пряными акцентами, хорошо интегрированными танинами и продолжительным послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_rezerv_red_blend_kaberne_sovinon_krasnoe_suhoe_125_6efe35b973.webp,catalog/kuban_vino_shato_tamane_rezerv_red_blend_kaberne_sovinon_krasnoe_suhoe_125_6efe35b973.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rezerv_red_blend_kaberne_sovinon_krasnoe_suhoe_125_6efe35b973.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=iaB0q85f3Tg0dIZhQRkcFHDiCgw%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-rkatsiteli-myuller-turgau-shardone-2025-beloe-suhoe-12,Шато Тамань Ркацители-Мюллер Тургау-Шардоне 2025,Белое,Вино блестящего соломенно-желтого цвета.,Кубань,"Мюллер-Тургау, Ркацители, Шардоне","Вкус вина чистый, гармоничный, легкий, но при этом интенсивный, с бодрящей кислотностью и свежим послевкусием средней продолжительности.",Кубань-Вино,kuban_vino_shato_tamane_rkatsiteli_myuller_turgau_shardone_2025_beloe_suhoe_12_a4e548cd8e.webp,catalog/kuban_vino_shato_tamane_rkatsiteli_myuller_turgau_shardone_2025_beloe_suhoe_12_a4e548cd8e.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_rkatsiteli_myuller_turgau_shardone_2025_beloe_suhoe_12_a4e548cd8e.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=8hwclAfUqvLjvXC4K818rfc5EoY%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
kuban-vino-shato-tamane-ruzh-2023-tsvaygelt-krasnoe-suhoe-12,Шато Тамань Руж 2023,Красное,Вино глубокого красного цвета с благородными рубиновыми бликами.,Кубань,"Саперави, Цвайгельт","Вино обладает округлым и насыщенным вкусом, в котором тона чернослива и вяленой вишни гармонично сочетаются с мягкими танинами и фруктовой кислотностью, создавая сбалансированное и приятное послевкусие.",Кубань-Вино,kuban_vino_shato_tamane_ruzh_2023_tsvaygelt_krasnoe_suhoe_12_39edda6f34.webp,catalog/kuban_vino_shato_tamane_ruzh_2023_tsvaygelt_krasnoe_suhoe_12_39edda6f34.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_ruzh_2023_tsvaygelt_krasnoe_suhoe_12_39edda6f34.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=zg24%2FfAqhonBpiQKJ71YmoZns1A%3D&Expires=2105631334,1.2,4.0,3.0,2.5,"вишня, чернослив",,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-selekt-oranzh-tsitronnyy-magaracha-oranzhevoe-suhoe-135,Шато Тамань Селект Оранж,Оранжевое,Цвет вина колеблется от светло-соломенного до желтого.,Кубань,Цитронный Магарача,"Плотный, свежий, сочный вкус вина сочетает сладкие оттенки сухофруктов и свежих фруктов с гармоничной кислотностью. Терпкое послевкусие оставляет ноты меда и белых цветов.",Кубань-Вино,kuban_vino_shato_tamane_selekt_oranzh_tsitronnyy_magaracha_oranzhevoe_suhoe_135_4e83f61d0a.webp,catalog/kuban_vino_shato_tamane_selekt_oranzh_tsitronnyy_magaracha_oranzhevoe_suhoe_135_4e83f61d0a.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_selekt_oranzh_tsitronnyy_magaracha_oranzhevoe_suhoe_135_4e83f61d0a.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=3rekKh0oSIerbySlQ31ClP1Jwcg%3D&Expires=2105631334,1.2,3.0,3.2,1.3,"мед, белые цветы",,
kuban-vino-shato-tamane-selekt-ruzh-saperavi-krasnoe-suhoe-125,Шато Тамань Селект Руж,Красное,Вино глубокого красного цвета с благородными рубиновыми отсветами.,Кубань,"Каберне Совиньон, Саперави","В сочном, округлом, насыщенном, свежем вкусе вина ощущаются оттенки чернослива и вяленой вишни. Хорошо структурированные, мягкие танины составляют гармоничное сочетание с фруктовой кислотностью.",Кубань-Вино,kuban_vino_shato_tamane_selekt_ruzh_saperavi_krasnoe_suhoe_125_0e518aaf8c.webp,catalog/kuban_vino_shato_tamane_selekt_ruzh_saperavi_krasnoe_suhoe_125_0e518aaf8c.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_selekt_ruzh_saperavi_krasnoe_suhoe_125_0e518aaf8c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=q8uejUhTc10iZsP8IlNuPcBx5D0%3D&Expires=2105631334,1.2,4.0,3.0,2.5,"вишня, чернослив",,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-terruar-krasnostop-saperavi-2022-krasnoe-suhoe-125,Шато Тамань Терруар Красностоп-Саперави 2022,Красное,Вино темно-рубинового цвета.,Кубань,"Красностоп, Саперави","Вкус вина насыщенный, густой, сочный, с бархатистой текстурой, приятными танинами, фруктово-ягодными оттенками и длительным, терпким послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2022_krasnoe_suhoe_125_2e0c0b569c.webp,catalog/kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2022_krasnoe_suhoe_125_2e0c0b569c.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2022_krasnoe_suhoe_125_2e0c0b569c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=llpSJjJ5eJPsl8BwEqtFpug%2B0Lc%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-terruar-krasnostop-saperavi-2023-krasnoe-suhoe-125,Шато Тамань Терруар Красностоп-Саперави 2023,Красное,Глубокий рубиновый цвет.,Кубань,"Красностоп, Саперави","Вкус полный, интенсивный, характеризующийся сочной фруктовостью, деликатной ягодной терпкостью, бархатистыми танинами и долгим, сухим послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2023_krasnoe_suhoe_125_ebc334a55f.webp,catalog/kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2023_krasnoe_suhoe_125_ebc334a55f.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_terruar_krasnostop_saperavi_2023_krasnoe_suhoe_125_ebc334a55f.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=my5t0dwocYPJI6XRZ%2F5rl2uMxOg%3D&Expires=2105631334,1.2,4.0,3.0,2.5,,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
kuban-vino-shato-tamane-shardone-beloe-suhoe-12,Шато Тамань Шардоне,Белое,Вино соломенного цвета.,Кубань,Шардоне,"Вкус вина свежий, легкий, гармоничный, со сбалансированной кислотностью и освежающим послевкусием.",Кубань-Вино,kuban_vino_shato_tamane_shardone_beloe_suhoe_12_93dd8fa05c.webp,catalog/kuban_vino_shato_tamane_shardone_beloe_suhoe_12_93dd8fa05c.webp,https://firsts3.ru/wine-hack/catalog/kuban_vino_shato_tamane_shardone_beloe_suhoe_12_93dd8fa05c.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=FkWU0Cs%2Bue5LupregFmkkShD%2BMQ%3D&Expires=2105631334,1.2,2.2,3.8,1.3,,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
shato-taman-grape-dance,Шато Тамань. GRAPE DANCE,Белое,Светло-соломенный с зеленоватым оттенком,Кубань,Бианка,"Вкус свежий, с минерально-растительными нотами в сочетание с ароматом зелёного яблока и легкими цветочными оттенками. Аромат свежий, легкий, гармоничный.

Сбор винограда осуществляется на сахарах 19-21%, прессование винограда проходит в мягком режиме (чтобы не экстрагировать полифенолы из кожицы винограда), осветление сусла проводится с помощью технологического способа – флотация. Затем проводится брожение в емкостях из нержавеющей стали при температуре 16-18 градусов. После брожения производится съем с дрожжевого осадка, с последующим купажированием виноматериала. Без выдержки.",Кубань-Вино,ШТ Grape Dance_blanc_2021.webp,catalog/ШТ Grape Dance_blanc_2021.webp,https://firsts3.ru/wine-hack/catalog/%D0%A8%D0%A2%20Grape%20Dance_blanc_2021.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=%2F3Aau826F3fkivHJbJ3Iabsvwvk%3D&Expires=2105631334,1.2,2.2,4.5,4.2,"яблоко, кожа, минералы",минералы,Морепродукты: Свежие черноморские устрицы и гребешки; Рыба: Сибас или дорадо на гриле с травами
shato-taman-grape-dance-1,Шато Тамань. GRAPE DANCE,Розовое,"Различной интенсивности, с оттенками от бледно-розового до малинового",Кубань,Бианка,"Вкус с утончённой кислинкой и игристыми мотивами с ягодными оттенками в послевкусии. В аромате доминирующая свежесть раскрывается ярким букетом слаженных и мягких нот.

Сбор винограда осуществляется на сахарах 19-21%, прессование винограда проходит в мягком режиме (чтобы не экстрагировать полифенолы из кожицы винограда), осветление сусла проводится с помощью технологического способа – флотация. Затем проводится брожение в емкостях из нержавеющей стали при температуре 16-18 градусов. После брожения производится съем с дрожжевого осадка, с последующим купажированием виноматериала.",Кубань-Вино,ШТ Grape Dance_rose_2021.webp,catalog/ШТ Grape Dance_rose_2021.webp,https://firsts3.ru/wine-hack/catalog/%D0%A8%D0%A2%20Grape%20Dance_rose_2021.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=JqT1370W4SarXRh9D51t5yGGC3U%3D&Expires=2105631334,1.2,2.4,3.2,1.3,кожа,,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
shato-taman-kaberne,Шато Тамань. Каберне,Красное,От красно-рубинового до тёмно-гранатового,Кубань,Каберне Совиньон,"Вкус чистый, полный, свежий, гармоничный. В аромате черносливовые и пасленовые тона, с нотами табака.

Брожение на мезге винограда в винификаторах Ганимед. Проведение яблочно-молочного брожения после окончания спиртового брожения. Без выдержки.",Кубань-Вино,Kaberne_d0c64468d7.webp,catalog/Kaberne_d0c64468d7.webp,https://firsts3.ru/wine-hack/catalog/Kaberne_d0c64468d7.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=svsr4UnfXXymdIl%2FGmWw8Lm29Ak%3D&Expires=2105631334,1.2,4.0,3.0,4.2,"чернослив, яблоко, табак",табак,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
shato-taman-kaberne-sovinon,Шато Тамань. Каберне Совиньон,Розовое,Розовый с оттенками от бледно-розового до малинового,Кубань,Каберне Совиньон,"Вкус свежий, слаженный, с приятным минеральным послевкусием. Аромат гармоничный, развитый, с фруктово-ягодной доминантой в сочетании с минеральными нотами.

Технология получения сусла - прямое прессование с отбором сусла по показателям интенсивности окраски, гипероксидация, флотация периодического или непрерывного действия, брожение при температуре не выше 18°С. Без выдержки.",Кубань-Вино,Kaberne_Sovinon_cecaa1f694.webp,catalog/Kaberne_Sovinon_cecaa1f694.webp,https://firsts3.ru/wine-hack/catalog/Kaberne_Sovinon_cecaa1f694.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=pHuQTWs95jzay3sUnbJi3dnD8RU%3D&Expires=2105631334,1.2,2.4,3.2,4.2,минералы,минералы,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
shato-taman-krasnostop,Шато Тамань. Красностоп,Красное,Тёмно-рубиновый с гранатовым оттенком,Кубань,Красностоп,"Вкус полный, свежий. Аромат сложный, с гармоничным сочетанием фруктовых и цветочных нот.

Брожение на мезге винограда Красностоп анапский в винификаторах Ганимед. Проведение яблочно-молочного брожения после окончания спиртового брожения. Без выдержки.",Кубань-Вино,Krasnostop_876941a1ad.webp,catalog/Krasnostop_876941a1ad.webp,https://firsts3.ru/wine-hack/catalog/Krasnostop_876941a1ad.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=zVc1mfUmiQ%2FipFUBnUX5SGzVIBQ%3D&Expires=2105631334,1.2,4.0,3.0,4.2,яблоко,,Мясо: Стейк рибай на углях с розмарином; Сыры: Выдержанный пармезан или твердый чеддер
shato-taman-par-la-mer-korall,Шато Тамань. Пар Ла Мер. Коралл,Розовое,Различной интенсивности с оттенками от бледно-розового до малинового,Кубань,Каберне Совиньон,"Вкус свежий, мягкий, гармоничный. В аромате ягодно-фруктовые тона.

Сбор винограда осуществляется на сахарах 21-23%. Переработка проводится по «белому способу», прессование винограда проходит в мягком режиме (чтобы не экстрагировать полифенолы из кожицы винограда), осветление сусла проводится с помощью технологического способа – флотация. Затем проводится брожение с применением альтернативного дуба в емкостях из нержавеющей стали при температуре 16-18 °С. После брожения производится съем с дрожжевого осадка и батонаж не менее 4 месяцев. Без выдержки.",Кубань-Вино,ШТ_ParLaMer_Розе сух_2024 ГУ Normal.webp,catalog/ШТ_ParLaMer_Розе сух_2024 ГУ Normal.webp,https://firsts3.ru/wine-hack/catalog/%D0%A8%D0%A2_ParLaMer_%D0%A0%D0%BE%D0%B7%D0%B5%20%D1%81%D1%83%D1%85_2024%20%D0%93%D0%A3%20Normal.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=Jk0jEmbOHkOGSq1PaXzLcGyHhmI%3D&Expires=2105631334,1.2,2.4,3.2,4.2,"дуб, кожа",,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
shato-taman-par-la-mer-pino-blan,Шато Тамань. Пар Ла Мер. Пино Блан,Белое,Светло-соломенный с оттенками от зеленоватых до золотистых,Кубань,Пино Блан,"Во вкусе фруктовые ноты со свежей кислотностью. В аромате цветочные тона, яблоки, миндаль.

Сбор винограда осуществляется на сахарах 19-21%, прессование винограда проходит в мягком режиме (чтобы не экстрагировать полифенолы из кожицы винограда). Осветление сусла проводится с помощью технологического способа – флотация. Затем проводится брожение в емкостях из нержавеющей стали при температуре 16-18 градусов. После брожения производится съем с дрожжевого осадка с дальнейшим купажированием и защитой виноматериала. В процессе вторичного брожения должно быть сброжено не менее 18 г/дм3 сахара и достигнуто давление в бродильном резервуаре не менее 500 кПа при температуре 20°С. При этом содержание сахаров не должно превышать 6 г/дм3. По окончанию брожения проводят снятие с грубого дрожжевого осадка и батонаж на тонком дрожжевом осадке до 10 дней. Затем производят снятие игристого виноматериала с дрожжевого осадка в предварительно охлажденный акратофор до 0°С, совместив с грубой фильтрацией.",Кубань-Вино,Sh_T_Par_La_Mer_igristoe_brut_5ff54a7dda.webp,catalog/Sh_T_Par_La_Mer_igristoe_brut_5ff54a7dda.webp,https://firsts3.ru/wine-hack/catalog/Sh_T_Par_La_Mer_igristoe_brut_5ff54a7dda.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=s3xF%2BRPGYqs5qHtlMRKbiLDIfhk%3D&Expires=2105631334,1.2,2.2,3.8,1.3,кожа,,Птица: Цыпленок в сливочно-чесночном соусе; Сыры: Молодой козий сыр или Бри
shato-taman-par-la-mer-pino-nuar,Шато Тамань. Пар Ла Мер. Пино Нуар,Розовое,От жемчужно-розового до розового,Кубань,Пино Нуар,"Вкус яркий, слаженный, ягоды и минеральность. В аромате черные и красные ягоды.

После первичной ферментации виноматериал сбраживается до кондиции сахара не менее 18 г/дм³, давление в резервуаре достигает 500 кПа (при 20 °С). Содержание остаточного сахара при этом не превышает 6 г/дм³. После брожения игристое вино снимают с грубого осадка, выдерживают на тонком осадке до 10 дней, затем охлаждают и фильтруют.",Кубань-Вино,Sh_T_Par_La_Mer_igristoe_brut_rose_9659a53999.webp,catalog/Sh_T_Par_La_Mer_igristoe_brut_rose_9659a53999.webp,https://firsts3.ru/wine-hack/catalog/Sh_T_Par_La_Mer_igristoe_brut_rose_9659a53999.webp?AWSAccessKeyId=4TJ4OOLBHM05K7WSABIS&Signature=uowgjHK6M2ZCBCrLGyyzKpyTYUQ%3D&Expires=2105631334,1.2,2.4,3.2,1.3,минералы,минералы,Закуски: Брускетты с вялеными томатами и прошутто; Рыба: Тартар из лосося или креветки на гриле
